date,plot,rotation,VWC_5,VWC_25,VWC_55,VWC_85,,
10/27/2019,P1,Conventional,0.279474966,0.296320532,,,,
10/27/2019,P2,Conventional,0.280454862,0.292505189,,,,
10/27/2019,P3,Diverse,0.300019032,0.282418329,,,,
10/27/2019,P4,Diverse,0.28565448,0.331588416,,,,
10/28/2019,P1,Conventional,0.261786568,0.289724784,,,,
10/28/2019,P2,Conventional,0.274827299,0.282889867,,,,
10/28/2019,P3,Diverse,0.290149399,0.273121386,,,,
10/28/2019,P4,Diverse,0.267861698,0.319416933,,,,
10/29/2019,P1,Conventional,0.254867898,0.285628356,,,,
10/29/2019,P2,Conventional,0.266298313,0.277864135,,,,
10/29/2019,P3,Diverse,0.282987487,0.26976424,,,,
10/29/2019,P4,Diverse,0.260181083,0.313398616,,,,
10/30/2019,P1,Conventional,0.271137092,0.290457592,,,,
10/30/2019,P2,Conventional,0.281767643,0.282762129,,,,
10/30/2019,P3,Diverse,0.293603355,0.276931616,,,,
10/30/2019,P4,Diverse,0.276383428,0.321636711,,,,
10/31/2019,P1,Conventional,0.289539749,0.305489842,,,,
10/31/2019,P2,Conventional,0.303538025,0.300359837,,,,
10/31/2019,P3,Diverse,0.306938472,0.287229013,,,,
10/31/2019,P4,Diverse,0.297456553,0.338341277,,,,
11/1/2019,P1,Conventional,0.273465038,0.300920246,,,,
11/1/2019,P2,Conventional,0.285314432,0.286481139,,,,
11/1/2019,P3,Diverse,0.293904696,0.276694133,,,,
11/1/2019,P4,Diverse,0.276987158,0.321975944,,,,
11/2/2019,P1,Conventional,0.266317451,0.293110477,,,,
11/2/2019,P2,Conventional,0.27489625,0.278171876,,,,
11/2/2019,P3,Diverse,0.286670953,0.270057023,,,,
11/2/2019,P4,Diverse,0.267384647,0.311937117,,,,
11/3/2019,P1,Conventional,0.266727145,0.291127731,,,,
11/3/2019,P2,Conventional,0.275026591,0.276829782,,,,
11/3/2019,P3,Diverse,0.287946851,0.268483189,,,,
11/3/2019,P4,Diverse,0.270244337,0.309875828,,,,
11/4/2019,P1,Conventional,0.271014843,0.290862491,,,,
11/4/2019,P2,Conventional,0.279737369,0.277648576,,,,
11/4/2019,P3,Diverse,0.29277434,0.269910407,,,,
11/4/2019,P4,Diverse,0.276518523,0.31227096,,,,
11/5/2019,P1,Conventional,0.26385047,0.2905841,,,,
11/5/2019,P2,Conventional,0.272006572,0.277701575,,,,
11/5/2019,P3,Diverse,0.286324712,0.270169275,,,,
11/5/2019,P4,Diverse,0.267454565,0.311576001,,,,
11/6/2019,P1,Conventional,0.25226395,0.285596111,,,,
11/6/2019,P2,Conventional,0.258100737,0.273318655,,,,
11/6/2019,P3,Diverse,0.27043004,0.266377355,,,,
11/6/2019,P4,Diverse,0.250828284,0.304897533,,,,
11/7/2019,P1,Conventional,0.264021002,0.284410118,,,,
11/7/2019,P2,Conventional,0.269208671,0.272334978,,,,
11/7/2019,P3,Diverse,0.282607707,0.265177927,,,,
11/7/2019,P4,Diverse,0.263780315,0.303215917,,,,
11/8/2019,P1,Conventional,0.239464525,0.281716254,,,,
11/8/2019,P2,Conventional,0.251602528,0.270568821,,,,
11/8/2019,P3,Diverse,0.259080186,0.264109732,,,,
11/8/2019,P4,Diverse,0.242386983,0.30136185,,,,
11/9/2019,P1,Conventional,0.224249557,0.278210715,,,,
11/9/2019,P2,Conventional,0.23888549,0.267588973,,,,
11/9/2019,P3,Diverse,0.245108714,0.261698749,,,,
11/9/2019,P4,Diverse,0.225840614,0.297774973,,,,
11/10/2019,P1,Conventional,0.235608324,0.276544831,,,,
11/10/2019,P2,Conventional,0.24499963,0.266494193,,,,
11/10/2019,P3,Diverse,0.254511089,0.260469715,,,,
11/10/2019,P4,Diverse,0.230201904,0.295810938,,,,
11/11/2019,P1,Conventional,0.241569613,0.276175771,,,,
11/11/2019,P2,Conventional,0.251465091,0.266517605,,,,
11/11/2019,P3,Diverse,0.262645471,0.260213672,,,,
11/11/2019,P4,Diverse,0.240128543,0.295301952,,,,
11/12/2019,P1,Conventional,0.24456131,0.275706272,,,,
11/12/2019,P2,Conventional,0.252979718,0.266503743,,,,
11/12/2019,P3,Diverse,0.26598362,0.260000955,,,,
11/12/2019,P4,Diverse,0.243025247,0.295231669,,,,
11/13/2019,P1,Conventional,0.24458801,0.275305316,,,,
11/13/2019,P2,Conventional,0.253068604,0.26681581,,,,
11/13/2019,P3,Diverse,0.268086368,0.259982,,,,
11/13/2019,P4,Diverse,0.24310302,0.295634492,,,,
11/14/2019,P1,Conventional,0.245740529,0.275203726,,,,
11/14/2019,P2,Conventional,0.254414215,0.26646327,,,,
11/14/2019,P3,Diverse,0.271614283,0.260074657,,,,
11/14/2019,P4,Diverse,0.246204409,0.296124685,,,,
11/15/2019,P1,Conventional,0.247784459,0.275856634,,,,
11/15/2019,P2,Conventional,0.256898246,0.26688926,,,,
11/15/2019,P3,Diverse,0.277312465,0.260663606,,,,
11/15/2019,P4,Diverse,0.251815317,0.29683892,,,,
11/16/2019,P1,Conventional,0.243014203,0.275424369,,,,
11/16/2019,P2,Conventional,0.252177772,0.266641267,,,,
11/16/2019,P3,Diverse,0.271383486,0.260682608,,,,
11/16/2019,P4,Diverse,0.249438762,0.296856919,,,,
11/17/2019,P1,Conventional,0.233651932,0.273895892,,,,
11/17/2019,P2,Conventional,0.244744611,0.265253109,,,,
11/17/2019,P3,Diverse,0.263728243,0.259810478,,,,
11/17/2019,P4,Diverse,0.242080962,0.295285332,,,,
11/18/2019,P1,Conventional,0.242060062,0.273750631,,,,
11/18/2019,P2,Conventional,0.25133977,0.264684942,,,,
11/18/2019,P3,Diverse,0.269087458,0.259574921,,,,
11/18/2019,P4,Diverse,0.245528428,0.294300902,,,,
11/19/2019,P1,Conventional,0.26471115,0.279320704,,,,
11/19/2019,P2,Conventional,0.275903363,0.269106237,,,,
11/19/2019,P3,Diverse,0.287412658,0.267932465,,,,
11/19/2019,P4,Diverse,0.267137761,0.302564663,,,,
11/20/2019,P1,Conventional,0.265571876,0.283505345,,,,
11/20/2019,P2,Conventional,0.27550118,0.277674229,,,,
11/20/2019,P3,Diverse,0.286120273,0.271784074,,,,
11/20/2019,P4,Diverse,0.275983908,0.311487424,,,,
11/21/2019,P1,Conventional,0.264362563,0.283630864,,,,
11/21/2019,P2,Conventional,0.272483374,0.277797125,,,,
11/21/2019,P3,Diverse,0.283541134,0.271147421,,,,
11/21/2019,P4,Diverse,0.270366672,0.309996208,,,,
11/22/2019,P1,Conventional,0.265932187,0.290838126,,,,
11/22/2019,P2,Conventional,0.275667205,0.2835269,,,,
11/22/2019,P3,Diverse,0.285329033,0.273313343,,,,
11/22/2019,P4,Diverse,0.269806534,0.31436389,,,,
11/23/2019,P1,Conventional,0.245070287,0.284135672,,,,
11/23/2019,P2,Conventional,0.255328791,0.277421142,,,,
11/23/2019,P3,Diverse,0.26318155,0.267353873,,,,
11/23/2019,P4,Diverse,0.243184273,0.304566675,,,,
11/24/2019,P1,Conventional,0.245291146,0.281872361,,,,
11/24/2019,P2,Conventional,0.25491496,0.274857283,,,,
11/24/2019,P3,Diverse,0.263700117,0.265113021,,,,
11/24/2019,P4,Diverse,0.240113641,0.301101468,,,,
11/25/2019,P1,Conventional,0.250894026,0.281109319,,,,
11/25/2019,P2,Conventional,0.259655104,0.273867836,,,,
11/25/2019,P3,Diverse,0.270018962,0.264355073,,,,
11/25/2019,P4,Diverse,0.24568727,0.300140862,,,,
11/26/2019,P1,Conventional,0.251314311,0.281575175,,,,
11/26/2019,P2,Conventional,0.260292557,0.273985312,,,,
11/26/2019,P3,Diverse,0.273264839,0.265105613,,,,
11/26/2019,P4,Diverse,0.250024434,0.301445183,,,,
11/27/2019,P1,Conventional,0.271919,0.294993338,,,,
11/27/2019,P2,Conventional,0.279749929,0.285686796,,,,
11/27/2019,P3,Diverse,0.289300888,0.292070976,,,,
11/27/2019,P4,Diverse,0.270916118,0.314712404,,,,
11/28/2019,P1,Conventional,0.265123546,0.296338566,,,,
11/28/2019,P2,Conventional,0.272125769,0.288798228,,,,
11/28/2019,P3,Diverse,0.282914984,0.27832533,,,,
11/28/2019,P4,Diverse,0.263630415,0.311745381,,,,
11/29/2019,P1,Conventional,0.247799935,0.286278732,,,,
11/29/2019,P2,Conventional,0.255979814,0.281507971,,,,
11/29/2019,P3,Diverse,0.266707012,0.269541721,,,,
11/29/2019,P4,Diverse,0.244478129,0.304379918,,,,
11/30/2019,P1,Conventional,0.237627217,0.282621645,,,,
11/30/2019,P2,Conventional,0.249175386,0.277522047,,,,
11/30/2019,P3,Diverse,0.259548181,0.266112638,,,,
11/30/2019,P4,Diverse,0.234269146,0.300260343,,,,
12/1/2019,P1,Conventional,0.209457328,0.278582684,,,,
12/1/2019,P2,Conventional,0.230327394,0.274323453,,,,
12/1/2019,P3,Diverse,0.216295375,0.263551791,,,,
12/1/2019,P4,Diverse,0.195403939,0.297083312,,,,
12/2/2019,P1,Conventional,0.204712918,0.27561688,,,,
12/2/2019,P2,Conventional,0.225650356,0.270853591,,,,
12/2/2019,P3,Diverse,0.203751375,0.261673381,,,,
12/2/2019,P4,Diverse,0.181445416,0.294080772,,,,
12/3/2019,P1,Conventional,0.183121145,0.272591724,,,,
12/3/2019,P2,Conventional,0.210370999,0.268271003,,,,
12/3/2019,P3,Diverse,0.188842289,0.259870713,,,,
12/3/2019,P4,Diverse,0.137796343,0.291694557,,,,
12/4/2019,P1,Conventional,0.187535996,0.271036293,,,,
12/4/2019,P2,Conventional,0.214251763,0.266498443,,,,
12/4/2019,P3,Diverse,0.196806223,0.258772651,,,,
12/4/2019,P4,Diverse,0.133422405,0.290170673,,,,
12/5/2019,P1,Conventional,0.202800937,0.270741339,,,,
12/5/2019,P2,Conventional,0.22370269,0.265812117,,,,
12/5/2019,P3,Diverse,0.220712194,0.258097491,,,,
12/5/2019,P4,Diverse,0.156955997,0.2895622,,,,
12/6/2019,P1,Conventional,0.208288111,0.270586936,,,,
12/6/2019,P2,Conventional,0.225992684,0.265366701,,,,
12/6/2019,P3,Diverse,0.229704871,0.257781753,,,,
12/6/2019,P4,Diverse,0.172252386,0.289571034,,,,
12/7/2019,P1,Conventional,,,,,,
12/7/2019,P2,Conventional,,,,,,
12/7/2019,P3,Diverse,0.235107577,0.257616072,,,,
12/7/2019,P4,Diverse,0.182377698,0.289816569,,,,
12/8/2019,P1,Conventional,,,,,,
12/8/2019,P2,Conventional,,,,,,
12/8/2019,P3,Diverse,0.221756872,0.257610823,,,,
12/8/2019,P4,Diverse,0.174215834,0.289651782,,,,
12/9/2019,P1,Conventional,,,,,,
12/9/2019,P2,Conventional,,,,,,
12/9/2019,P3,Diverse,0.29281351,0.289314202,,,,
12/9/2019,P4,Diverse,0.235668901,0.322131806,,,,
12/10/2019,P1,Conventional,,,,,,
12/10/2019,P2,Conventional,,,,,,
12/10/2019,P3,Diverse,0.314875991,0.307409798,,,,
12/10/2019,P4,Diverse,0.247738165,0.348163825,,,,
12/11/2019,P1,Conventional,,,,,,
12/11/2019,P2,Conventional,,,,,,
12/11/2019,P3,Diverse,0.234448057,0.270473191,,,,
12/11/2019,P4,Diverse,0.175815265,0.308246453,,,,
12/12/2019,P1,Conventional,,,,,,
12/12/2019,P2,Conventional,,,,,,
12/12/2019,P3,Diverse,0.109666337,0.263317752,,,,
12/12/2019,P4,Diverse,0.068093622,0.298426667,,,,
12/13/2019,P1,Conventional,,,,,,
12/13/2019,P2,Conventional,,,,,,
12/13/2019,P3,Diverse,0.081436611,0.260075135,,,,
12/13/2019,P4,Diverse,0.061413555,0.292177578,,,,
12/14/2019,P1,Conventional,,,,,,
12/14/2019,P2,Conventional,,,,,,
12/14/2019,P3,Diverse,0.095098362,0.258761065,,,,
12/14/2019,P4,Diverse,0.071497725,0.289388634,,,,
12/15/2019,P1,Conventional,,,,,,
12/15/2019,P2,Conventional,,,,,,
12/15/2019,P3,Diverse,0.107836693,0.257776572,,,,
12/15/2019,P4,Diverse,0.078936847,0.289254888,,,,
12/16/2019,P1,Conventional,,,,,,
12/16/2019,P2,Conventional,,,,,,
12/16/2019,P3,Diverse,0.094229975,0.257390699,,,,
12/16/2019,P4,Diverse,0.068894498,0.289172037,,,,
12/17/2019,P1,Conventional,,,,,,
12/17/2019,P2,Conventional,,,,,,
12/17/2019,P3,Diverse,0.083350478,0.256591693,,,,
12/17/2019,P4,Diverse,0.065247093,0.287697837,,,,
12/18/2019,P1,Conventional,,,,,,
12/18/2019,P2,Conventional,,,,,,
12/18/2019,P3,Diverse,0.079037637,0.255575327,,,,
12/18/2019,P4,Diverse,0.064774843,0.285389304,,,,
12/19/2019,P1,Conventional,,,,,,
12/19/2019,P2,Conventional,,,,,,
12/19/2019,P3,Diverse,0.063867104,0.254161735,,,,
12/19/2019,P4,Diverse,0.057973319,0.282494658,,,,
12/20/2019,P1,Conventional,,,,,,
12/20/2019,P2,Conventional,,,,,,
12/20/2019,P3,Diverse,0.063662875,0.252277855,,,,
12/20/2019,P4,Diverse,0.058890998,0.278843143,,,,
12/21/2019,P1,Conventional,,,,,,
12/21/2019,P2,Conventional,,,,,,
12/21/2019,P3,Diverse,0.06329651,0.250432124,,,,
12/21/2019,P4,Diverse,0.058620766,0.275390261,,,,
12/22/2019,P1,Conventional,,,,,,
12/22/2019,P2,Conventional,,,,,,
12/22/2019,P3,Diverse,0.065017025,0.249005429,,,,
12/22/2019,P4,Diverse,0.059962523,0.272786826,,,,
12/23/2019,P1,Conventional,,,,,,
12/23/2019,P2,Conventional,,,,,,
12/23/2019,P3,Diverse,0.071896395,0.250749157,,,,
12/23/2019,P4,Diverse,0.064051375,0.273867494,,,,
12/24/2019,P1,Conventional,,,,,,
12/24/2019,P2,Conventional,,,,,,
12/24/2019,P3,Diverse,0.077225237,0.251482599,,,,
12/24/2019,P4,Diverse,0.069288733,0.276974942,,,,
12/25/2019,P1,Conventional,,,,,,
12/25/2019,P2,Conventional,,,,,,
12/25/2019,P3,Diverse,0.077688413,0.251444255,,,,
12/25/2019,P4,Diverse,0.07014713,0.278843725,,,,
12/26/2019,P1,Conventional,0.066350482,0.263622039,,,,
12/26/2019,P2,Conventional,0.08877004,0.255099564,,,,
12/26/2019,P3,Diverse,0.086616756,0.256269515,,,,
12/26/2019,P4,Diverse,0.084548703,0.282236552,,,,
12/27/2019,P1,Conventional,0.090182488,0.275701165,,,,
12/27/2019,P2,Conventional,0.12367885,0.265623107,,,,
12/27/2019,P3,Diverse,0.114497794,0.269547145,,,,
12/27/2019,P4,Diverse,0.112045742,0.306876689,,,,
12/28/2019,P1,Conventional,0.11047055,0.274785003,,,,
12/28/2019,P2,Conventional,0.14130942,0.27006016,,,,
12/28/2019,P3,Diverse,0.139446778,0.262416293,,,,
12/28/2019,P4,Diverse,0.123361306,0.302586338,,,,
12/29/2019,P1,Conventional,0.125289365,0.277785387,,,,
12/29/2019,P2,Conventional,0.160995018,0.272658304,,,,
12/29/2019,P3,Diverse,0.154477127,0.266721086,,,,
12/29/2019,P4,Diverse,0.129944934,0.305864662,,,,
12/30/2019,P1,Conventional,0.169817799,0.301842897,,,,
12/30/2019,P2,Conventional,0.20104292,0.295303887,,,,
12/30/2019,P3,Diverse,0.178191526,0.289938773,,,,
12/30/2019,P4,Diverse,0.14540028,0.327497485,,,,
12/31/2019,P1,Conventional,0.1715578,0.301970258,,,,
12/31/2019,P2,Conventional,0.202910472,0.30727804,,,,
12/31/2019,P3,Diverse,0.188274811,0.272608409,,,,
12/31/2019,P4,Diverse,0.155058353,0.312738778,,,,
1/1/2020,P1,Conventional,0.17542607,0.29792497,,,,
1/1/2020,P2,Conventional,0.198241165,0.294596674,,,,
1/1/2020,P3,Diverse,0.197724337,0.265776647,,,,
1/1/2020,P4,Diverse,0.160371485,0.302534433,,,,
1/2/2020,P1,Conventional,0.184684723,0.289794697,,,,
1/2/2020,P2,Conventional,0.201546168,0.287350762,,,,
1/2/2020,P3,Diverse,0.210984715,0.263581175,,,,
1/2/2020,P4,Diverse,0.162095415,0.299136971,,,,
1/3/2020,P1,Conventional,0.231942022,0.30109113,,,,
1/3/2020,P2,Conventional,0.232242523,0.304427228,,,,
1/3/2020,P3,Diverse,0.250206524,0.278440022,,,,
1/3/2020,P4,Diverse,0.177932119,0.316930859,,,,
1/4/2020,P1,Conventional,0.237738946,0.301173595,,,,
1/4/2020,P2,Conventional,0.228591117,0.310356368,,,,
1/4/2020,P3,Diverse,0.249614801,0.274475154,,,,
1/4/2020,P4,Diverse,0.189090134,0.308424134,,,,
1/5/2020,P1,Conventional,0.218368027,0.293484305,,,,
1/5/2020,P2,Conventional,0.214028271,0.290645281,,,,
1/5/2020,P3,Diverse,0.238409182,0.264502138,,,,
1/5/2020,P4,Diverse,0.189108474,0.299470296,,,,
1/6/2020,P1,Conventional,0.218746302,0.286112747,,,,
1/6/2020,P2,Conventional,0.215714968,0.285672369,,,,
1/6/2020,P3,Diverse,0.241744034,0.263192449,,,,
1/6/2020,P4,Diverse,0.198526637,0.297885353,,,,
1/7/2020,P1,Conventional,0.215146905,0.282602785,,,,
1/7/2020,P2,Conventional,0.211007335,0.280838914,,,,
1/7/2020,P3,Diverse,0.2353711,0.262033512,,,,
1/7/2020,P4,Diverse,0.201276164,0.296161063,,,,
1/8/2020,P1,Conventional,0.213495643,0.28029189,,,,
1/8/2020,P2,Conventional,0.210438139,0.277333588,,,,
1/8/2020,P3,Diverse,0.234626954,0.261101204,,,,
1/8/2020,P4,Diverse,0.20221257,0.294537183,,,,
1/9/2020,P1,Conventional,0.203230231,0.278223311,,,,
1/9/2020,P2,Conventional,0.202220726,0.273133777,,,,
1/9/2020,P3,Diverse,0.221745649,0.25999369,,,,
1/9/2020,P4,Diverse,0.198998883,0.292961347,,,,
1/10/2020,P1,Conventional,0.222910307,0.292988771,,,,
1/10/2020,P2,Conventional,0.232289704,0.283873099,,,,
1/10/2020,P3,Diverse,0.239876764,0.268427643,,,,
1/10/2020,P4,Diverse,0.224433929,0.303453908,,,,
1/11/2020,P1,Conventional,0.363257658,0.327754036,,,,
1/11/2020,P2,Conventional,0.410651928,0.327328264,,,,
1/11/2020,P3,Diverse,0.338458819,0.307865136,,,,
1/11/2020,P4,Diverse,0.337878143,0.347539918,,,,
1/12/2020,P1,Conventional,0.362671516,0.327472425,,,,
1/12/2020,P2,Conventional,0.394255832,0.331441233,,,,
1/12/2020,P3,Diverse,0.350898844,0.312182309,,,,
1/12/2020,P4,Diverse,0.34798783,0.353093274,,,,
1/13/2020,P1,Conventional,0.281092498,0.304414658,,,,
1/13/2020,P2,Conventional,0.278127813,0.329704088,,,,
1/13/2020,P3,Diverse,0.313370009,0.292902925,,,,
1/13/2020,P4,Diverse,0.245331592,0.345437827,,,,
1/14/2020,P1,Conventional,0.265770055,0.300777058,,,,
1/14/2020,P2,Conventional,0.265858819,0.321326528,,,,
1/14/2020,P3,Diverse,0.283284185,0.284206854,,,,
1/14/2020,P4,Diverse,0.238431836,0.315633277,,,,
1/15/2020,P1,Conventional,0.268789131,0.301141818,,,,
1/15/2020,P2,Conventional,0.268348577,0.323410201,,,,
1/15/2020,P3,Diverse,0.280213864,0.278559059,,,,
1/15/2020,P4,Diverse,0.241624492,0.313388648,,,,
1/16/2020,P1,Conventional,0.260387834,0.299231278,,,,
1/16/2020,P2,Conventional,0.259923844,0.315156796,,,,
1/16/2020,P3,Diverse,0.273445356,0.271078068,,,,
1/16/2020,P4,Diverse,0.234695504,0.309606083,,,,
1/17/2020,P1,Conventional,0.211699116,0.283170829,,,,
1/17/2020,P2,Conventional,0.220196961,0.289247978,,,,
1/17/2020,P3,Diverse,0.228853557,0.264688371,,,,
1/17/2020,P4,Diverse,0.19827249,0.301324546,,,,
1/18/2020,P1,Conventional,0.163140548,0.278729652,,,,
1/18/2020,P2,Conventional,0.191013408,0.279541529,,,,
1/18/2020,P3,Diverse,0.163790126,0.262400264,,,,
1/18/2020,P4,Diverse,0.165667082,0.29606171,,,,
1/19/2020,P1,Conventional,0.15673612,0.276787613,,,,
1/19/2020,P2,Conventional,0.19306888,0.275650087,,,,
1/19/2020,P3,Diverse,0.155945036,0.260663904,,,,
1/19/2020,P4,Diverse,0.163026387,0.293394065,,,,
1/20/2020,P1,Conventional,0.161854223,0.275067763,,,,
1/20/2020,P2,Conventional,0.196532662,0.272756664,,,,
1/20/2020,P3,Diverse,0.165973518,0.259333906,,,,
1/20/2020,P4,Diverse,0.169473495,0.291888343,,,,
1/21/2020,P1,Conventional,0.165484246,0.273959437,,,,
1/21/2020,P2,Conventional,0.197728604,0.271141523,,,,
1/21/2020,P3,Diverse,0.171451633,0.258845127,,,,
1/21/2020,P4,Diverse,0.171417192,0.29125942,,,,
1/22/2020,P1,Conventional,0.16900779,0.273309687,,,,
1/22/2020,P2,Conventional,0.197739745,0.27022905,,,,
1/22/2020,P3,Diverse,0.177158161,0.258442833,,,,
1/22/2020,P4,Diverse,0.173429946,0.291364769,,,,
1/23/2020,P1,Conventional,0.170203676,0.272817735,,,,
1/23/2020,P2,Conventional,0.197010505,0.269195001,,,,
1/23/2020,P3,Diverse,0.178786671,0.25818359,,,,
1/23/2020,P4,Diverse,0.173041969,0.290986769,,,,
1/24/2020,P1,Conventional,0.173524286,0.272494025,,,,
1/24/2020,P2,Conventional,0.199909693,0.269317049,,,,
1/24/2020,P3,Diverse,0.18290644,0.259566318,,,,
1/24/2020,P4,Diverse,0.175210496,0.290791956,,,,
1/25/2020,P1,Conventional,0.198464185,0.298428403,,,,
1/25/2020,P2,Conventional,0.23862314,0.301516733,,,,
1/25/2020,P3,Diverse,0.22115903,0.292628471,,,,
1/25/2020,P4,Diverse,0.236025162,0.315182926,,,,
1/26/2020,P1,Conventional,0.220948705,0.299847606,,,,
1/26/2020,P2,Conventional,0.237975498,0.307494012,,,,
1/26/2020,P3,Diverse,0.232681142,0.280708573,,,,
1/26/2020,P4,Diverse,0.234263591,0.312175052,,,,
1/27/2020,P1,Conventional,0.213407255,0.298690005,,,,
1/27/2020,P2,Conventional,0.226286805,0.299872427,,,,
1/27/2020,P3,Diverse,0.228712401,0.267691783,,,,
1/27/2020,P4,Diverse,0.229493501,0.306274944,,,,
1/28/2020,P1,Conventional,0.209536683,0.293124525,,,,
1/28/2020,P2,Conventional,0.218974701,0.292620701,,,,
1/28/2020,P3,Diverse,0.224880248,0.265406163,,,,
1/28/2020,P4,Diverse,0.227198612,0.304020711,,,,
1/29/2020,P1,Conventional,0.207457184,0.284352828,,,,
1/29/2020,P2,Conventional,0.213619235,0.287076927,,,,
1/29/2020,P3,Diverse,0.224556242,0.264363466,,,,
1/29/2020,P4,Diverse,0.225475897,0.302513152,,,,
1/30/2020,P1,Conventional,0.199517968,0.280799042,,,,
1/30/2020,P2,Conventional,0.201798466,0.280643103,,,,
1/30/2020,P3,Diverse,0.214906541,0.263046607,,,,
1/30/2020,P4,Diverse,0.211203167,0.299400461,,,,
1/31/2020,P1,Conventional,0.194036575,0.278163731,,,,
1/31/2020,P2,Conventional,0.200296188,0.275619597,,,,
1/31/2020,P3,Diverse,0.210059227,0.261452666,,,,
1/31/2020,P4,Diverse,0.195930933,0.296183221,,,,
2/1/2020,P1,Conventional,0.193991332,0.276777675,,,,
2/1/2020,P2,Conventional,0.199703685,0.273057945,,,,
2/1/2020,P3,Diverse,0.207671003,0.260261157,,,,
2/1/2020,P4,Diverse,0.190106755,0.294171868,,,,
2/2/2020,P1,Conventional,0.195442046,0.276177856,,,,
2/2/2020,P2,Conventional,0.203487953,0.272145583,,,,
2/2/2020,P3,Diverse,0.211629053,0.259908367,,,,
2/2/2020,P4,Diverse,0.192642774,0.293261371,,,,
2/3/2020,P1,Conventional,0.196025407,0.275894423,,,,
2/3/2020,P2,Conventional,0.207442434,0.271325013,,,,
2/3/2020,P3,Diverse,0.216326189,0.259459037,,,,
2/3/2020,P4,Diverse,0.197561683,0.29320687,,,,
2/4/2020,P1,Conventional,0.198614594,0.27579061,,,,
2/4/2020,P2,Conventional,0.205775362,0.270994453,,,,
2/4/2020,P3,Diverse,0.216119479,0.259404343,,,,
2/4/2020,P4,Diverse,0.203075696,0.293639622,,,,
2/5/2020,P1,Conventional,0.1982416,0.275401454,,,,
2/5/2020,P2,Conventional,0.197056072,0.270634132,,,,
2/5/2020,P3,Diverse,0.214078253,0.25959473,,,,
2/5/2020,P4,Diverse,0.205565677,0.294299803,,,,
2/6/2020,P1,Conventional,0.195441328,0.274923989,,,,
2/6/2020,P2,Conventional,0.200126743,0.27003726,,,,
2/6/2020,P3,Diverse,0.210456417,0.259553701,,,,
2/6/2020,P4,Diverse,0.201151333,0.294289808,,,,
2/7/2020,P1,Conventional,0.195054668,0.274436132,,,,
2/7/2020,P2,Conventional,0.201802483,0.269214274,,,,
2/7/2020,P3,Diverse,0.209864395,0.259230851,,,,
2/7/2020,P4,Diverse,0.198329223,0.29372751,,,,
2/8/2020,P1,Conventional,0.19396722,0.273185001,,,,
2/8/2020,P2,Conventional,0.197829459,0.267368224,,,,
2/8/2020,P3,Diverse,0.208250093,0.258821982,,,,
2/8/2020,P4,Diverse,0.189510115,0.293026864,,,,
2/9/2020,P1,Conventional,0.19119783,0.271338037,,,,
2/9/2020,P2,Conventional,0.192663857,0.265090706,,,,
2/9/2020,P3,Diverse,0.199500493,0.258140572,,,,
2/9/2020,P4,Diverse,0.176722237,0.291690974,,,,
2/10/2020,P1,Conventional,0.191928749,0.27063733,,,,
2/10/2020,P2,Conventional,0.195428239,0.264308243,,,,
2/10/2020,P3,Diverse,0.202195518,0.257616086,,,,
2/10/2020,P4,Diverse,0.178359359,0.290678778,,,,
2/11/2020,P1,Conventional,0.19280066,0.270788514,,,,
2/11/2020,P2,Conventional,0.199689183,0.264196893,,,,
2/11/2020,P3,Diverse,0.209127651,0.257406427,,,,
2/11/2020,P4,Diverse,0.18377955,0.290839407,,,,
2/12/2020,P1,Conventional,0.194267213,0.271000884,,,,
2/12/2020,P2,Conventional,0.203126758,0.264468427,,,,
2/12/2020,P3,Diverse,0.210636428,0.257574133,,,,
2/12/2020,P4,Diverse,0.188372261,0.291216185,,,,
2/13/2020,P1,Conventional,0.19472324,0.271235884,,,,
2/13/2020,P2,Conventional,0.204627877,0.264926955,,,,
2/13/2020,P3,Diverse,0.208644455,0.25784368,,,,
2/13/2020,P4,Diverse,0.191282627,0.291698612,,,,
2/14/2020,P1,Conventional,0.193933697,0.271098554,,,,
2/14/2020,P2,Conventional,0.200726934,0.264799565,,,,
2/14/2020,P3,Diverse,0.208307276,0.257868783,,,,
2/14/2020,P4,Diverse,0.19229574,0.292393443,,,,
2/15/2020,P1,Conventional,0.189912438,0.270177628,,,,
2/15/2020,P2,Conventional,0.19805543,0.264025145,,,,
2/15/2020,P3,Diverse,0.206970346,0.25763807,,,,
2/15/2020,P4,Diverse,0.184126457,0.291812925,,,,
2/16/2020,P1,Conventional,0.189893624,0.269597202,,,,
2/16/2020,P2,Conventional,0.198823695,0.263503747,,,,
2/16/2020,P3,Diverse,0.20891212,0.257305788,,,,
2/16/2020,P4,Diverse,0.181095682,0.29091474,,,,
2/17/2020,P1,Conventional,0.190266638,0.269637879,,,,
2/17/2020,P2,Conventional,0.198055129,0.263113068,,,,
2/17/2020,P3,Diverse,0.207824917,0.257252364,,,,
2/17/2020,P4,Diverse,0.180185052,0.290628935,,,,
2/18/2020,P1,Conventional,0.191289232,0.269243057,,,,
2/18/2020,P2,Conventional,0.197978407,0.262539608,,,,
2/18/2020,P3,Diverse,0.206468908,0.257104639,,,,
2/18/2020,P4,Diverse,0.178041366,0.290359863,,,,
2/19/2020,P1,Conventional,0.19126428,0.269782409,,,,
2/19/2020,P2,Conventional,0.202074073,0.262339781,,,,
